"0","雪道では、できるだけ前の車の通った跡をさけて走行するのがよい。"," "
"0","仮運転免許で練習のために運転するときは、車の前部にだけ、仮免許練習標識をつければよい。"," "
"0","初心運転者（普通免許や準中型免許を受けてから1年を経過していない者）は、「初心者マーク」を車の前後左右の定められた位置につけなければならない。"," "
"0","高速道路の本線車道とは、通常高速走行する走行車線、登坂車線、加速車線、減速車線をいう。高速道路の本線車道とは、通常高速走行する走行車線、登坂車線、加速車線、減速車線をいう。"," "
"0","二輪車を選ぶ場合、直線上を押して歩くことができれば、体格に合った車種といえる。"," "
"0","この標識は、この先で幅員が減少していることを表している。 "," "
"0","駐車場や車庫の出入口から3メートル以内の場所に駐車をしてはならないが、自宅の車庫の出入り口であれば3メートル以内であっても駐車してよい。"," "
"1","車いすで通行している人のそばを通るときは、一時停止か徐行しなければならない。"," "
"0","左折をするとき（環状交差点を除く）に行う合図の時期は、ハンドルを切り始めるときである。",""
"0","この図のような警察官の灯火による信号は、矢印の方向に対しては、信号機の青信号と同じ意味である。 ",""
"0","車を運転中、大地震の警戒宣言が発せられたので、車を路肩に止めてエンジンを切り、盗難予防のためドアロックして避難した。",""
"0","高速道路での車間距離は、乾いた路面のときと雨などでぬれているときは同じでよい。",""
"0","夜間は速度感が鈍ることはないので、特に速度超過になりやすいとはいえない。",""
"0","対向車と正面衝突のおそれが生じたときは、警音器とブレーキを同時に使い、できる限り左側によけ、衝突の寸前まであきらめないで、少しでもブレーキとハンドルでかわすようにするが、そのときは道路外に出ないようにしなければならない。",""
"0","二輪車で曲がり角やカーブを走行するときは、ブレーキをかけながら速度を調節して曲がるとよい。",""
"0","車両通行帯のある道路では、常にあいている車両通行帯に移りながら通行することが交通の円滑と危険防止になる。",""
"0","雪道や凍っている道路では、スタッドレスタイヤやタイヤチェーンなど、雪道用タイヤをつけていれば、夏道の運転と同じでよい。",""
"0","後方から追越そうとしている車が自分の車より最高速度（法定速度）の低い車であれば、進路をゆずらなくてもよい。",""
"0","故障車をロープでけん引するときは、その間を5メートル以内にし、ロープの中央に0.3メートル平方以上の赤い布をつけなければならない。",""
"0","大型二輪免許を受けて1年を経過していない者（普通二輪免許を受けていない者）は、大型自動二輪車の二人乗りはできないが、普通自動二輪車の二人乗りはできる。",""
"0","警察署や消防署などの前に停止禁止部分の標示がなされていても、それは緊急時の標示であるから、緊急時以外であれば標示部分に停止してもかまわない",""
"0","暑い季節に二輪車を運転するときは、体の露出部分の多い方が疲労をとり、安全運転につながる。",""
"0","交通量が少ないときは、ほかの歩行者や車に迷惑をかけることはないから、自分の都合だけを考えて運転してもよい。",""
"0","普通自動二輪車で標識などにより最高速度が時速40キロメートルと制限されているときは、ヘルメットをかぶらなくてもよい。",""
"0","大型自動二輪車や原動機付自転車の荷台には、どちらも60キログラムまで荷物を積むことができる。",""
"0","横断歩道に横断する人がいることが明らかなときでも、横断歩行者の妨害にならない場合には、速度を落として進むことができる。",""
"0","自転車横断帯とその前後5メートル以内の場所は、駐車も停車も禁止されているが、原動機付自転車と軽車両なら駐車してもよい。",""
"0","車を止めていて運転者が運転席にいる場合は、継続的に停止していても駐車にはならない。",""
"0","歩行者のそばを通行するときは、歩行者との間に十分な間隔をあけるか、徐行しなければならないが、歩行者が路側帯にいるときはその必要がない。",""
"0","初心運転者（普通免許や準中型免許を受けてから1年を経過していない者）は、運転が未熟であるから高速道路や自動車専用道路を通行してはならない。",""
"0","高速自動車国道で標識などにより最高速度が制限されていなかったので、大型自動二輪車で時速120キロメートルで走行した。",""
"0","運転者が危険を感じてブレーキをかけたときの、ブレーキがきき始めてから車が停止するまでの距離を停止距離という。",""
"0","バスの停留所から30メートル以内は、追越しをしてはならない。",""
"0","この標示は、路側帯の中に入って、駐車や停車することはできないことを示しており、軽車両の通行もできない。","https://mantensama.jp/school/manten/image/b108-2.gif?1584970230"
"0","この標示は、この先に交差点があることを示している。 ","https://mantensama.jp/school/manten/image/b210.gif?1584970230"
"0","車が荷物の積みおろしのために停止する場合は、すべて停車になる。",""
"0","カーブを曲がるときは、自動車の慣性により遠心力が働き、速度が2倍になれば遠心力は2倍になる。",""
"0","普通免許で運転できる車は、普通自動車と原動機付自転車だけである。",""
"0","ハイドロプレーニング現象とは、ブレーキオイルに気泡が入り、ブレーキがきかなくなることをいう。",""
"0","パーキング・メーターの設置してある時間制限駐車区間で駐車するときは、5分以内にパーキング・メーターを作動させるとよい。",""
"0","高速自動車国道の本線車道において普通自動車（三輪のものを除く。）の法定最高速度は、乗用車は時速100キロメートル、貨物車は時速80キロメートルである。",""
"0","二輪車を運転するときは、足を逆八の字形にし、つま先はブレーキペダルの下に入れる。",""
"0","交通量の少ない道路では、フットブレーキが故障している車であっても、エンジンブレーキとハンドブレーキの操作で運転できる。",""
"0","加速車線から本線車道に入るときは徐行する。",""
"0","二輪車のブレーキは、前輪・後輪ブレーキの二系統あるので、どちらかが故障しても修理工場までなら運転することができる。",""
"0","雨の日は、歩行者や通行車両も少なく、ほかの車も注意して運転しているので、晴れの日よりもかえって危険度が低くなる。",""
